masked_dep_acct_num,masked_bank_num,masked_account_type,masked_id,masked_product_code,bucket_days_since_open,number_of_owners,total_deposit_amount,item_amt,deposit_dt,channel,relationship_balance,oao_flg,onus_ind,treasury_check_ind,heloc_ind,rdis,max_deposit_amount30d,total_deposit_item_count,prevtran1,prevtran2,prevtran3,prevtran4,prevtran5,prevtran6,prevtran7,prevtran8,prevtran9,prevtran10,prevtrandate1,prevtrandate2,prevtrandate3,prevtrandate4,prevtrandate5,prevtrandate6,prevtrandate7,prevtrandate8,prevtrandate9,prevtrandate10,drawee_sum,drawee_cnt,drawee_avg,drawee_max,drawee_min,RDI_DT,RETURN_REASON,return_target,over_draft_amount,month_num
9360,0,0,10900,3,5000+,4,762995.29,886.12,2024-04-22,TELLER,2745575018,N,F,N,N,,3905799.42,12,480.0,270.0,3964.49,89773.32,19634.69,11809.1,2682.94,158925.29,1665.0,384284.66,0.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,886.12,1.0,886.12,886.12,886.12,,,0,1,4
